Gender,Year,Age,Country,imputed_flag,mx,logmx
Female,1954,63,CHE,FALSE,0.015816,-4.146733193
Female,1954,64,CHE,FALSE,0.015538,-4.164466642
Female,1954,65,CHE,FALSE,0.020363,-3.89403575
Female,1954,66,CHE,FALSE,0.023955,-3.731578209
Female,1954,67,CHE,FALSE,0.023473,-3.751904455
Female,1954,68,CHE,FALSE,0.027185,-3.605089928
Female,1954,69,CHE,FALSE,0.031156,-3.468748436
Female,1954,70,CHE,FALSE,0.036414,-3.312801963
Female,1954,71,CHE,FALSE,0.038774,-3.25000536
Female,1954,72,CHE,FALSE,0.040237,-3.212968309
Female,1954,73,CHE,FALSE,0.047899,-3.038660652
Female,1954,74,CHE,FALSE,0.054024,-2.918326887
Female,1954,75,CHE,FALSE,0.062461,-2.773212917
